"strongs_number","original_word","english_translation","transliteration","translated_word","word"
"H0511","אֶלְקָנָה","Elkanah","ʼElqânâh","القانة","وَأَلْقَانَةَ"
"H0511","אֶלְקָנָה","Elkanah","ʼElqânâh","القانة","وَأَلْقَانَةُ"
"H0512","אֶלְקֹשִׁי","Elkoshite","ʼElqôshîy","الكوشيتي","الأَلْقُوشِيِّ"
"H0513","אֶלְתּוֹלַד","Eltolad","ʼEltôwlad","التلاد","وَأَلْتُولَدَ"
"H0513","אֶלְתּוֹלַד","Eltolad","ʼEltôwlad","التلاد","وَأَلْتُولَدُ"
"H0514","אֶלְתְּקֵא","Elteke","ʼEltᵉqêʼ","Elteke","إِلْتَقَى"
"H0514","אֶלְתְּקֵא","Elteke","ʼEltᵉqêʼ","Elteke","وَإِلْتَقَيْهَ"
"H0515","אֶלְתְּקֹן","Eltekon","ʼEltᵉqôn","إلتكون","وَأَلْتَقُونُ"
"H0516","אַל תַּשְׁחֵת","Al-taschith","ʼAl tashchêth","التشيث","لاَ تُهْلِكْ"
"H0516","אַל תַּשְׁחֵת","Al-taschith","ʼAl tashchêth","التشيث","لاَ تُهْلِكْمُذَهَّبَةٌ"
"H0516","אַל תַּשְׁחֵת","Al-taschith","ʼAl tashchêth","التشيث","عَلَى لاَ تُهْلِكْ"
"H0522","אַמָּה","Ammah","ʼAmmâh","عمه","أَمَّةَ"
"H0526","אָמוֹן","Amon","ʼÂmôwn","آمون","آمُونَ"
"H0526","אָמוֹן","Amon","ʼÂmôwn","آمون","آمُونُ"
"H0526","אָמוֹן","Amon","ʼÂmôwn","آمون","أَمُّونَ"
"H0526","אָמוֹן","Amon","ʼÂmôwn","آمون","كَانَ آمُونُ"
"H0528","אָמוֹן","Amon","ʼÂmôwn","آمون","أَمُونَ"
"H0531","אָמוֹץ","Amoz","ʼÂmôwts","اموز","آمُوصَ"
"H0532","אָמִי","Ami","ʼÂmîy","عامي","آمِي"
"H0538","אֲמָם","Amam","ʼĂmâm","امام","وَأَمَامَ"
"H0549","אֲמָנָה","Amana","ʼĂmânâh","أمانة","أَمَانَةَ"
"H0550","אַמְנוֹן","Amnon","ʼAmnôwn","أمنون","أَمْنُونَ"
"H0550","אַמְנוֹן","Amnon","ʼAmnôwn","أمنون","أَمْنُونُ"
"H0550","אַמְנוֹן","Amnon","ʼAmnôwn","أمنون","بِأَمْنُونَ"
"H0550","אַמְנוֹן","Amnon","ʼAmnôwn","أمنون","وَكَانَ لأَمْنُونَ"
"H0557","אַמְצִי","Amzi","ʼAmtsîy","أمزي","أَمْصِي"
"H0558","אֲמַצְיָ֫הוּ","Amaziah","ʼĂmatsyâh","أمصية","أَمَصْيَا"
"H0558","אֲמַצְיָ֫הוּ","Amaziah","ʼĂmatsyâh","أمصية","عَلَى أَمَصْيَا"
"H0558","אֲמַצְיָ֫הוּ","Amaziah","ʼĂmatsyâh","أمصية","لأَمَصْيَا"
"H0558","אֲמַצְיָ֫הוּ","Amaziah","ʼĂmatsyâh","أمصية","وَأَمَّا أَمَصْيَا"
"H0558","אֲמַצְיָ֫הוּ","Amaziah","ʼĂmatsyâh","أمصية","وَأَمَصْيَا"
"H0564","אִמֵּר","Immer","ʼImmêr","إمر","إِمِّيرَ"
"H0564","אִמֵּר","Immer","ʼImmêr","إمر","إِمِّيرُ"
"H0564","אִמֵּר","Immer","ʼImmêr","إمر","لإِيمِيرَ"
"H0564","אִמֵּר","Immer","ʼImmêr","إمر","وَإِمِّيرُ"
"H0566","אִמְרִי","Imri","ʼImrîy","إمري","إِمْرِي"
"H0568","אֲמַרְיָ֫הוּ","Amariah","ʼĂmaryâh","العامرية","أَمَرِيَا"
"H0568","אֲמַרְיָ֫הוּ","Amariah","ʼĂmaryâh","العامرية","أَمَرْيَا"
"H0568","אֲמַרְיָ֫הוּ","Amariah","ʼĂmaryâh","العامرية","وَأَمَرْيَا"
"H0568","אֲמַרְיָ֫הוּ","Amariah","ʼĂmaryâh","العامرية","وَلأَمَرْيَا"
"H0569","אַמְרָפֶל","Amraphel","ʼAmrâphel","امرافيل","أَمْرَافَلَ"
"H0569","אַמְרָפֶל","Amraphel","ʼAmrâphel","امرافيل","وَأَمْرَافَلَ"
"H0573","אֲמִתַּי","Amittai","ʼĂmittay","أميتاي","أَمِتَّايَ"
"H0583","אֱנוֹשׁ","Enosh","ʼĔnôwsh","اينوش","أَنُوشَ"
"H0583","אֱנוֹשׁ","Enosh","ʼĔnôwsh","اينوش","أَنُوشُ"
"H0588","אֲנָֽחֲרָ֑ת","Anaharath","ʼĂnâchărâth","أناهارات","وَأَنَاحَرَةَ"
"H0593","אֲנִיעָם","Aniam","ʼĂnîyʻâm","أنيام","وَأَنِيعَامَ"
"H0609","אָסָא","Asa","ʼÂçâʼ","ك","آسَا"
"H0609","אָסָא","Asa","ʼÂçâʼ","ك","إِلَى آسَا"
"H0609","אָסָא","Asa","ʼÂçâʼ","ك","لآسَا"
"H0609","אָסָא","Asa","ʼÂçâʼ","ك","يَا آسَا"
"H0617","אַסִּיר","Assir","ʼAççîyr","عسير","أَسِّيرَ"
"H0617","אַסִּיר","Assir","ʼAççîyr","عسير","أَسِّيرُ"
"H0617","אַסִּיר","Assir","ʼAççîyr","عسير","وَأَسِّيرُ"
"H0619","אַסְנָה","Asnah","ʼAçnâh","أسناه","أَسْنَةَ"
"H0620","אָֽסְנַפַּר","Osnappar","ʼOçnappar","أوسنابار","أُسْنَفَّرُ"
"H0621","אָֽסְנַת","Asenath","ʼÂçᵉnath","Asenath","أَسْنَاتَ"
"H0621","אָֽסְנַת","Asenath","ʼÂçᵉnath","Asenath","أَسْنَاتُ"
"H0623","אָסָף","Asaph","ʼÂçâph","آساف","آسَافَ"
"H0623","אָסָף","Asaph","ʼÂçâph","آساف","آسَافُ"
"H0623","אָסָף","Asaph","ʼÂçâph","آساف","الَّتِي هِيَ لآسَافَ"
"H0623","אָסָף","Asaph","ʼÂçâph","آساف","لآسَافَ"
"H0623","אָסָף","Asaph","ʼÂçâph","آساف","وَآسَافَ"
"H0623","אָסָף","Asaph","ʼÂçâph","آساف","وَآسَافُ"
"H0623","אָסָף","Asaph","ʼÂçâph","آساف","وَكَانَ آسَافُ"
"H0630","אַסְפָּ֑תָא","Aspatha","ʼAçpâthâʼ","اسباتا","وَأَسْفَاثَا"
"H0634","אֵסַר־חַדּוֹן","Esar-haddon","ʼÊçar-Chaddôwn","اسرحدون","آسَرْحَدُّونُ"
"H0634","אֵסַר־חַדּוֹן","Esar-haddon","ʼÊçar-Chaddôwn","اسرحدون","أَسَرْحَدُّونَ"
"H0635","אֶסְתֵּר","Esther","ʼEçtêr","استير","أَسْتِيرَ"
"H0635","אֶסְתֵּר","Esther","ʼEçtêr","استير","أَسْتِيرُ"
"H0635","אֶסְתֵּר","Esther","ʼEçtêr","استير","لأَسْتِيرَ"
"H0635","אֶסְתֵּר","Esther","ʼEçtêr","استير","لأَنَّ أَسْتِيرَ"
"H0635","אֶסְתֵּר","Esther","ʼEçtêr","استير","وَأَسْتِيرُ"
"H0635","אֶסְתֵּר","Esther","ʼEçtêr","استير","وَكَانَتْ أَسْتِيرُ"
"H0635","אֶסְתֵּר","Esther","ʼEçtêr","استير","يَا أَسْتِيرُ"
"H0641","אֵפֹד","Ephod","ʼÊphôd","افود","إِيفُودَ"
"H0647","אֲפִיחַ","Aphiah","ʼĂphîyach","أفيا","أَفِيحَ"
"H0654","אֶפְלָל","Ephlal","ʼEphlâl","افلال","أَفْلاَلَ"
"H0654","אֶפְלָל","Ephlal","ʼEphlâl","افلال","وَأَفْلاَلُ"
"H0658","אֶ֫פֶס דַּמִּים","Ephes-dammim","ʼEpheç Dammîym","أفسس دميم","فِي أَفَسِ دَمِّيمَ"
"H0663","אֲפֵק","Aphek","ʼĂphêq","أفيك","أَفِيقَ"
"H0663","אֲפֵק","Aphek","ʼĂphêq","أفيك","إِلَى أَفِيقَ"
"H0663","אֲפֵק","Aphek","ʼĂphêq","أفيك","فِي أَفِيقَ"
"H0663","אֲפֵק","Aphek","ʼĂphêq","أفيك","وَأَفِيقَ"
"H0664","אֲפֵקָה","Aphekah","ʼĂphêqâh","أفيكا","وَأَفِيقَةُ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","أَفْرَايِمُ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","أَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","إِسْرَائِيلُ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","إِفْرَايِمُ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","عَلَى أَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","كَأَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","لأَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","مَعَ أَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","مِنْ أَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","هَلْ أَفْرَايِمُ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","وَأَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","وَأَفْرَايِمُ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","وَلكِنَّ أَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","وَمِنْ أَفْرَايِمَ"
"H0669","אֶפְרַ֫יִם","Ephraim","ʼEphrayim","افرايم","يَا أَفْرَايِمُ"
"H0672","אֶפְרָ֫תָה","Ephrathah","ʼEphrâth","افراتة","أَفْرَاتَ"
"H0672","אֶפְרָ֫תָה","Ephrathah","ʼEphrâth","افراتة","أَفْرَاتَةَ"
"H0672","אֶפְרָ֫תָה","Ephrathah","ʼEphrâth","افراتة","إِلَى أَفْرَاتَةَ"
"H0672","אֶפְרָ֫תָה","Ephrathah","ʼEphrâth","افراتة","فِي أَفْرَاتَةَ"
"H0675","אֶצְבּוֹן","Ezbon","ʼEtsbôwn","ازبون","أَصْبُونُ"
"H0675","אֶצְבּוֹן","Ezbon","ʼEtsbôwn","ازبون","وَأَصْبُونُ"
"H0682","אָצֵל","Azel","ʼÂtsêl","أزال","آصَلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","أزال","آصَلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","آزيل","آصَلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","آزيل","آصَلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","أزال","آصِيلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","أزال","آصِيلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","آزيل","آصِيلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","آزيل","آصِيلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","أزال","وَآصِيلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","أزال","وَآصِيلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","آزيل","وَآصِيلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","آزيل","وَآصِيلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","أزال","وَكَانَ لآصِيلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","أزال","وَكَانَ لآصِيلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","آزيل","وَكَانَ لآصِيلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","آزيل","وَكَانَ لآصِيلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","أزال","وَلآصِيلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","أزال","وَلآصِيلَ"
"H0682","אָצֵל","Azel","ʼÂtsêl","آزيل","وَلآصِيلَ"
"H0682","אָצֵל","Azal","ʼÂtsêl","آزيل","وَلآصِيلَ"
"H0683","אֲצַלְיָ֫הוּ","Azaliah","ʼĂtsalyâhûw","عزليا","أَصَلْيَا"
"H0684","אֹ֫צֶם","Ozem","ʼÔtsem","Ozem","وَأَوْصَمَ"
"H0684","אֹ֫צֶם","Ozem","ʼÔtsem","Ozem","وَأُوصَمَ"
"H0687","אֵ֫צֶר","Ezer","ʼEtser","عيزر","إِيصَرَ"
"H0687","אֵ֫צֶר","Ezer","ʼEtser","عيزر","وَإِيصَرُ"
"H0690","אֲרָא","Ara","ʼărâʼ","آرا","وَأَرَا"
"H0692","אַרְאֵלִי","Areli","ʼArʼêlîy","أريلي","الأَرْئِيلِيِّينَ"
"H0692","אַרְאֵלִי","Areli","ʼArʼêlîy","أريلي","لأَرْئِيلِي"
"H0692","אַרְאֵלִי","Areli","ʼArʼêlîy","أريلي","وَأَرْئِيلِي"
"H0694","אֲרָב","Arab","ʼĂrâb","عرب","أَرَابُ"
"H0700","אֲרֻבּוֹת","Arubboth","ʼĂrubbôwth","أربوث","فِي أَرُبُوتَ"
"H0709","אַרְגֹּב","Argob","ʼArgôb","ارجوب","أَرْجُوبَ"
"H0714","אַרְדְּ","Ard","ʼArd","أرض","أَرْدَ"
"H0714","אַרְדְּ","Ard","ʼArd","أرض","وَأَرْدُ"
"H0715","אַרְדּוֹן","Ardon","ʼArdôwn","أردون","وَأَرْدُونُ"
"H0719","אַרְוַד","Arvad","ʼArvad","ارواد","إِرْوَادَ"
"H0719","אַרְוַד","Arvad","ʼArvad","ارواد","وَإِرْوَادَ"
"H0720","אֲרוֹד","Arod","ʼĂrôwd","عرود","الأَرُودِيِّينَ"
"H0722","אֲרוֹדִי","Arodi","ʼĂrôwdîy","ارودي","لأَرُودَ"
"H0722","אֲרוֹדִי","Arodi","ʼĂrôwdîy","ارودي","وَأَرُودِي"
"H0725","אֲרוּמָה","Arumah","ʼĂrûwmâh","اروماه","فِي أَرُومَةَ"
"H0728","אֲרַוְנָה","Araunah","ʼĂravnâh","ارونة","أَرُونَةَ"
"H0728","אֲרַוְנָה","Araunah","ʼĂravnâh","ارونة","أَرُونَةُ"
"H0728","אֲרַוְנָה","Araunah","ʼĂravnâh","ارونة","لأَرُونَةَ"
"H0733","אָרַח","Arah","ʼÂrach","آرا","آرَحَ"
"H0733","אָרַח","Arah","ʼÂrach","آرا","آرَحُ"
"H0740","אֲרִיאֵל","Ariel","ʼĂrîyʼêl","ارييل","أَرِيئِيلَ"
"H0740","אֲרִיאֵל","Ariel","ʼĂrîyʼêl","ارييل","كَأَرِيئِيلَ"
"H0740","אֲרִיאֵל","Ariel","ʼĂrîyʼêl","ارييل","لأَرِيئِيلَ"
"H0740","אֲרִיאֵל","Ariel","ʼĂrîyʼêl","ارييل","وَأَرِيئِيلَ"
"H0742","אֲרִידַי","Aridai","ʼĂrîyday","اريداي","وَأَرِيدَايَ"
"H0743","אֲרִידָ֑תָא","Aridatha","ʼĂrîydâthâʼ","اريداتا","وَأَرِيدَاثَا"
"H0745","אַרְיֵה","Arieh","ʼAryêh","أريه","أَرْيَةَ"
"H0746","אַרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","أَرْيُوخَ"
"H0746","אֲרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","أَرْيُوخَ"
"H0746","אַרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","أَرْيُوخَ"
"H0746","אֲרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","أَرْيُوخَ"
"H0746","אַרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","أَرْيُوخُ"
"H0746","אֲרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","أَرْيُوخُ"
"H0746","אַרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","أَرْيُوخُ"
"H0746","אֲרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","أَرْيُوخُ"
"H0746","אַרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","لأَرْيُوخَ"
"H0746","אֲרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","لأَرْيُوخَ"
"H0746","אַרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","لأَرْيُوخَ"
"H0746","אֲרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","لأَرْيُوخَ"
"H0746","אַרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","وَأَرْيُوكَ"
"H0746","אֲרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","وَأَرْيُوكَ"
"H0746","אַרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","وَأَرْيُوكَ"
"H0746","אֲרְיוֹךְ","Arioch","ʼĂryôwk","أريوك","وَأَرْيُوكَ"
"H0747","אֲרִיסַי","Arisai","ʼĂrîyçay","أريساي","وَأَرِيسَايَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","أَرَامَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","أَرَامُ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","أَرَامِ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","الأَرَامِيُّونَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","الأَرَامِيِّينَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","فِي أَرَامَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","فِي أَرَامِ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","لأَرَامَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","لِلأَرَامِيِّينَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","مِنْ أَرَامَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","مِنَ الأَرَامِيِّينَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","وَأَرَامَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","وَأَرَامُ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","وَأَمَّا الأَرَامِيُّونَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","وَالأَرَامِيِّينَ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","وَكَانَ أَرَامُ"
"H0758","אֲרָם","Aram","ʼĂrâm","ارام","وَكَانَ الأَرَامِيُّونَ"
"H0760","אֲרַם צוֹבָה","Aram-zobah","ʼĂram Tsôwbâh","ارام زوبة","وَأَرَامَ صُوبَةَ"
"H0762","אֲרָמִית","in Aramaic","ʼĂrâmîyth","في الآرامية","بِالأَرَامِيِّ"
"H0762","אֲרָמִית","in Aramaic","ʼĂrâmîyth","في الآرامية","بِالأَرَامِيَّةِ"
"H0763","אֲרַם נַהֲרַיִם","Mesopotamia","ʼĂram Nahărayim","بلاد ما بين النهرين","أَرَامَ النَّهْرَيْنِ"
"H0763","אֲרַם נַהֲרַיִם","Mesopotamia","ʼĂram Nahărayim","بلاد ما بين النهرين","أَرَامِ النَّهْرَيْنِ"
"H0764","אַרְמֹנִי","Armoni","ʼArmônîy","أرموني","أَرْمُونِيَ"
"H0765","אֲרָן","Aran","ʼĂrân","اران","وَأَرَانُ"
"H0767","אֹ֫רֶן","Oren","ʼÔren","أورين","وَأَوْرَنَ"
"H0769","אַרְנוֹן","Arnon","ʼArnôwn","أرنون","أَرْنُونَ"
"H0769","אַרְנוֹן","Arnon","ʼArnôwn","أرنون","فِي أَرْنُونَ"
"H0769","אַרְנוֹן","Arnon","ʼArnôwn","أرنون","مِنْ أَرْنُونَ"
"H0770","אַרְנָן","Arnan","ʼArnân","ارنان","أُرْنَانَ"
"H0771","אׇרְנָן","Ornan","ʼOrnân","أرنان","أُرْنَانَ"
"H0771","אׇרְנָן","Ornan","ʼOrnân","أرنان","أُرْنَانُ"
"H0771","אׇרְנָן","Ornan","ʼOrnân","أرنان","لأُرْنَانَ"
"H0771","אׇרְנָן","Ornan","ʼOrnân","أرنان","وَكَانَ أُرْنَانُ"
"H0774","אַרְפַּד","Arpad","ʼArpâd","أرباد","أَرْفَادَ"
"H0774","אַרְפַּד","Arpad","ʼArpâd","أرباد","مِثْلَ أَرْفَادَ"
"H0774","אַרְפַּד","Arpad","ʼArpâd","أرباد","وَأَرْفَادَ"
"H0774","אַרְפַּד","Arpad","ʼArpâd","أرباد","وَأَرْفَادُ"
"H0775","אַרְפַּכְשַׁד","Arpachshad","ʼArpakshad","Arpachshad","أَرْفَكْشَادَ"
"H0775","אַרְפַּכְשַׁד","Arpachshad","ʼArpakshad","Arpachshad","أَرْفَكْشَادُ"
"H0775","אַרְפַּכְשַׁד","Arpachshad","ʼArpakshad","Arpachshad","وَأَرْفَكْشَادُ"
"H0777","אַרְצָא","Arza","ʼartsâʼ","أرزا","أَرْصَا"
"H0780","אֲרָרַט","Ararat","ʼĂrâraṭ","أرارات","أَرَارَاطَ"
"H0788","אַשְׁבֵּל","Ashbel","ʼAshbêl","أشبل","لأَشْبِيلَ"
"H0788","אַשְׁבֵּל","Ashbel","ʼAshbêl","أشبل","وَأَشْبِيلَ"
"H0788","אַשְׁבֵּל","Ashbel","ʼAshbêl","أشبل","وَأَشْبِيلُ"
"H0790","אֶשְׁבָּן","Eshban","ʼEshbân","اشبان","وَأَشْبَانُ"
"H0792","אֶשְׁבַּעַל","Eshbaal","ʼEshbaʻal","اشبال","وَإِشْبَعَلَ"
"H0795","אַשְׁדּוֹד","Ashdod","ʼAshdôwd","أشدود","أَشْدُودَ"
"H0795","אַשְׁדּוֹד","Ashdod","ʼAshdôwd","أشدود","أَشْدُودُ"
"H0795","אַשְׁדּוֹד","Ashdod","ʼAshdôwd","أشدود","إِلَى أَشْدُودَ"
"H0795","אַשְׁדּוֹד","Ashdod","ʼAshdôwd","أشدود","فِي أَشْدُودَ"
"H0795","אַשְׁדּוֹד","Ashdod","ʼAshdôwd","أشدود","لأَشْدُودَ"
"H0795","אַשְׁדּוֹד","Ashdod","ʼAshdôwd","أشدود","مِنْ أَشْدُودَ"
"H0795","אַשְׁדּוֹד","Ashdod","ʼAshdôwd","أشدود","وَأَشْدُودَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","أَشُّورَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","أَشُّورُ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","إِلَى أَشُّورَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","الأَشُّورِيُّونَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","بَلْ أَشُّورُ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","فِي أَشُّورَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","لأَشُّورَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","مَعَ الأَشُّورِيِّينَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","مِنْ أَشُّورَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","وَأَشُّورَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","وَأَشُّورُ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","وَالأَشُّورِيِّينَ"
"H0804","אַשּׁוּר","Asshur","ʼAshshûwr","أشور","وَلأَشُّورَ"
"H0806","אַשְׁחוּר","Ashhur","ʼAshchûwr","أشهور","أَشْحُورَ"
"H0806","אַשְׁחוּר","Ashhur","ʼAshchûwr","أشهور","لأَشْحُورَ"
"H0807","אֲשִׁימָא","Ashima","ʼAshîymâʼ","أشيما","أَشِيمَا"
"H0812","אֶשְׁכֹּל","Eshcol","ʼEshkôl","اشكول","أَشْكُولَ"
"H0812","אֶשְׁכֹּל","Eshcol","ʼEshkôl","اشكول","وَأَشْكُولَ"
"H0813","אַשְׁכְּנַז","Ashkenaz","ʼAshkᵉnaz","اشكناز","أَشْكَنَازُ"
"H0813","אַשְׁכְּנַז","Ashkenaz","ʼAshkᵉnaz","اشكناز","وَأَشْكَنَازَ"
"H0823","אַשְׁנָה","Ashnah","ʼAshnâh","عشنا","وَأَشْنَةُ"
"H0824","אֶשְׁעָ֑ן","Eshan","ʼEshʻân","ايشان","وَأَشْعَانُ"
"H0828","אַשְׁפְּנַז","Ashpenaz","ʼAshpᵉnaz","أشبيناز","أَشْفَنَزَ"
"H0831","אַשְׁקְלוֹן","Ashkelon","ʼAshqᵉlôwn","عسقلان","أَشْقَلُونَ"
"H0831","אַשְׁקְלוֹן","Ashkelon","ʼAshqᵉlôwn","عسقلان","أَشْقَلُونُ"
"H0831","אַשְׁקְלוֹן","Ashkelon","ʼAshqᵉlôwn","عسقلان","إِلَى أَشْقَلُونَ"
"H0831","אַשְׁקְלוֹן","Ashkelon","ʼAshqᵉlôwn","عسقلان","لأَشْقَلُونَ"
"H0831","אַשְׁקְלוֹן","Ashkelon","ʼAshqᵉlôwn","عسقلان","مِنْ أَشْقَلُونَ"
"H0831","אַשְׁקְלוֹן","Ashkelon","ʼAshqᵉlôwn","عسقلان","وَأَشْقَلُونَ"
"H0831","אַשְׁקְלוֹן","Ashkelon","ʼAshqᵉlôwn","عسقلان","وَأَشْقَلُونُ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","أَشِيرَ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","أَشِيرُ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","إِلَى أَشِيرَ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","فِي أَشِيرَ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","لأَشِيرَ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","مِنْ أَشِيرَ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","وَأَشِيرُ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","وَفِي أَشِيرَ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","وَلأَشِيرَ"
"H0836","אָשֵׁר","Asher","ʼÂshêr","أشير","وَمِنْ أَشِيرَ"
"H0840","אֲשַׂרְאֵל","Asarel","ʼĂsarʼêl","أساريل","وَأَسَرْئِيلُ"
"H0841","אֲשַׂרְאֵ֫לָה","Asharelah","ʼĂsarʼêlâh","اشرائيلة","وَأَشَرْئِيلَةُ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","السَّارِيَةَ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","السَّارِيَةُ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","السَّارِيَةِ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","السَّوَارِي"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","السَّوَارِيَ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","سَارِيَةً"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","سَوَارِيَ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","سَوَارِيَكَ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","سَوَارِيَهُمْ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","لِسَارِيَةٍ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","لِلسَّارِيَةِ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","وَالسَّارِيَةُ"
"H0842","אֲשֵׁרָה","Asherah","ʼăshêrâh","عشيرة","وَالسَّوَارِي"
